記事ID,収集日時(UTC),ソース,タイトル,URL,公開日,概要(先頭200字),企業名,軸1_組織,軸2_制度仕組み,軸3_コンプライアンス,軸4_業務プロセス,軸5_データマネジメント,軸6_生成AI活用,軸7_業務統合,主要評価軸,推定レベル,判定根拠
13a5788720a4,2026/5/29 5:10,PR TIMES,Walkability Index と AI不動産査定・Price Map を融合した新サービスの開発・提供を開始,https://prtimes.jp/main/html/rd/p/000000018.000048145.html,2026/5/29,"[株式会社日建設計総合研究所]
株式会社プライスハブルジャパン（以下「PriceHubble」）が、株式会社日建設計総合研究所（以下、「日建設計総合研究所」）のWalkability Indexと、PriceHubbleのAI不動産査定及びPrice Mapを融合した、新サービ...",株式会社日建設計総合研究所、株式会社プライスハブルジャパン,2,2,2,3,3,3,3,生成AI活用,3,AI不動産査定と地理的データを組み合わせた標準化された新サービスの提供。複数企業の連携により、業務プロセスへの統合が一定レベル達成。
4748f63880a8,2026/5/29 5:10,PR Newswire,"Noah Reports Q1 2026 Earnings: Transformation Momentum Continues, Driven by Scalable AI Breakthroughs and Long-Term Growth Engines",https://www.prnewswire.com/news-releases/noah-reports-q1-2026-earnings-transformation-momentum-continues-driven-by-scalable-ai-breakthroughs-and-long-term-growth-engines-302785189.html,"Fri, 29 May 2026 02:09:00 +0000",AI integration and disciplined expansion drive operating margin to 37.8% Domestic business refocusing on long-term investments; RMB-denominated private secondary products increased 63.6% year-over-yea,Noah,3,2,,2,,3,3,生成AI活用,3,AI統合による事業規模拡大と利益率向上（37.8%）を実現。スケーラブルなAI活用が経営成果に直結した戦略的運用段階。
6f05b63de525,2026/5/29 5:10,PR Newswire,Beelink Expands ME Pro Storage PC Lineup for the AI Era,https://www.prnewswire.com/news-releases/beelink-expands-me-pro-storage-pc-lineup-for-the-ai-era-302784405.html,"Fri, 29 May 2026 02:00:00 +0000","SHENZHEN, China, May 29, 2026 /PRNewswire/ -- As data-intensive AI workloads reshape computing, demand for systems that combine performance with massive local storage is accelerating. Beelink, renowne",Beelink,2,,,2,2,2,2,生成AI活用対象の業務プロセス,2,AI時代のデータ集約的ワークロード対応。製品ラインアップ拡張による市場適応。基本的な方針・プロセスの整備段階。
9.05579E+11,2026/5/29 5:10,PR Newswire,Beelink Expands ME Pro Storage PC Lineup for the AI Era,https://www.prnewswire.com/news-releases/beelink-expands-me-pro-storage-pc-lineup-for-the-ai-era-302784273.html,"Fri, 29 May 2026 02:00:00 +0000","SHENZHEN, China, May 28, 2026 /PRNewswire/ -- As data-intensive AI workloads reshape computing, demand for systems that combine performance with massive local storage is accelerating. Beelink, renowne",Beelink,2,,,2,2,2,2,生成AI活用対象の業務プロセス,2,AI時代のデータ集約的ワークロード対応。製品ラインアップ拡張による市場適応。基本的な方針・プロセスの整備段階。
75338e47ad4c,2026/5/30 4:45,PR TIMES,【6月9日(火)22時～無料ウェビナー開催】営業DXの新常識――“AIリスト活用”でアポ率激変、未経験営業でも年間6000万円を目指す無料ウェビナー！,https://prtimes.jp/main/html/rd/p/000000356.000061977.html,2026/5/30,"[KOBUSHI MARKETING合同会社]
KOBUSHI MARKETING合同会社（東京都渋谷区、代表：井上裕介）は、ビジネスの拡大に繋がる様々な取り組みを行っている。そして今回、2026年6月9日(火)22:00～ピースフラットシステムの片川代表とのコラボで、生成A...",KOBUSHI MARKETING合同会社、ピースフラットシステム,1,,,2,,1,1,生成AI活用対象の業務プロセス,2,営業DXにおけるAIリスト活用という具体的な業務プロセス適用を謳っており、基本的な方針が示されている段階。
1fbca683f763,2026/5/30 4:46,PR TIMES,手術に関する加算の証憑管理DX「OpeOne加算ナビ」、複数病院で実証導入を開始,https://prtimes.jp/main/html/rd/p/000000021.000101467.html,2026/5/30,"[株式会社クオトミー]
株式会社クオトミー（本社：東京都、代表取締役：大谷隼一）は、外科系チーム医療DXを推進する「OpeOne」シリーズの新製品として、2026年診療報酬改定に対応した手術関連加算の証憑管理DX/AIソリューション「OpeO...",株式会社クオトミー,1,1,2,2,1,2,2,生成AI活用,2,診療報酬改定対応のAIソリューション「OpeOne加算ナビ」を複数病院で実証導入開始。基本的な業務プロセス向けAI実装の段階
b034aeb292a8,2026/5/30 4:46,PR TIMES,【🇯🇵RENOSY×🇲🇾EQUINOX】AI不動産投資の「RENOSY」と、日本人が住みたい国ランキング15調査連続第1位！マレーシア現地不動産日本販売実績No.1(※)のEQUINOXが協業,https://prtimes.jp/main/html/rd/p/000000009.000156844.html,2026/5/30,"[EQUINOX PROPTECH SDN. BHD.]
EQUINOX PROPTECH SDN. BHD.（本社：マレーシア・クアラルンプール、CEO：野田寛貴、以下「EQUINOX」）は、株式会社GA technologies（本社：東京都港区、代表取締役 社長執行役員 CEO：樋口 龍、以下「GAテクノロ...",EQUINOX PROPTECH SDN. BHD.、株式会社GA technologies,1,1,1,1,1,1,1,生成AI活用,1,AI不動産投資プラットフォーム「RENOSY」とマレーシア不動産企業の協業発表。属人的・試行的段階の生成AI活用の初期段階
d52698195eba,2026/5/30 4:46,PR TIMES,株式会社メディアリーチ、アジア太平洋地域における生成AI検索最適化（LLMO／AIO）のトップソリューション企業として受賞,https://prtimes.jp/main/html/rd/p/000000020.000092256.html,2026/5/30,"[メディアリーチ]
LLMO・AIO支援会社の株式会社メディアリーチ(https://mediareach.co.jp/)（本社：大阪府大阪市、代表取締役：松村俊樹）は、MarTech Outlook APACが発表する「Top Generative AI Search Optimization Solutions i...",株式会社メディアリーチ,2,2,,3,2,4,3,生成AI活用,4,LLMO・AIOという生成AI検索最適化分野で業界トップソリューション企業として認識されており、モデル選定・運用で高度な成熟度を有する
8570c25e04b7,2026/5/30 4:46,PR TIMES,KPMGコンサルティング、日立製作所とAI・シミュレーション技術を活用して壱岐市が進める“新しいまちづくりに関する政策構想”の検討を支援,https://prtimes.jp/main/html/rd/p/000000374.000088324.html,2026/5/30,"[KPMGコンサルティング株式会社]
KPMGコンサルティング株式会社（本社：東京都千代田区、代表取締役：関 穣、田口 篤、知野 雅彦、以下、KPMGコンサルティング）は、株式会社日立製作所（本社：東京都千代田区、代表執行役 執行役社長兼CEO：徳永...",KPMGコンサルティング株式会社、株式会社日立製作所,3,3,2,3,3,3,3,生成AIの業務プロセスへの統合,3,AI・シミュレーション技術を政策構想検討に統合する実装型支援であり、業務プロセスへの統合が標準化・体系化されている
1fb353dd66d6,2026/5/30 4:46,PR TIMES,ドーモ、パートナー企業と共に、実装型AI活用を加速,https://prtimes.jp/main/html/rd/p/000000222.000026007.html,2026/5/30,"[ドーモ株式会社]
AIを搭載した全社データ活用プラットフォーム「Domo」を提供するドーモ株式会社（本社：東京都千代田区、プレジデント ジャパンカントリーマネージャー：川崎友和、以下ドーモ）は、パートナー企業と共に、実務で...",ドーモ株式会社,3,3,2,3,3,3,3,生成AIの業務プロセスへの統合,3,全社データ活用プラットフォームにAIを搭載し、実装型AI活用を加速させており、業務への統合が標準化されている
bccdf07715a2,2026/5/30 4:46,PR TIMES,マネジメント支援ツール「インサイズ」が生成AIを活用した「AIメンター機能」と「上司用パーソナルレポート」を搭載,https://prtimes.jp/main/html/rd/p/000000191.000029286.html,2026/5/30,"[株式会社リクルートマネジメントソリューションズ]
　企業における経営・人事課題の解決および、事業・戦略の推進を支援する株式会社リクルートマネジメントソリューションズ （本社：東京都港区　代表取締役社長：山崎 淳　以下、当社）は、マネジメント支援ツー...",株式会社リクルートマネジメントソリューションズ,2,2,2,3,2,3,3,生成AIの業務プロセスへの統合,3,マネジメント支援ツールにAIメンター機能を搭載し、経営・人事業務プロセスへの統合が実現されている
8b2b6009486a,2026/5/30 4:46,PR TIMES,GenAI HR Awards 2026、15団体・官公庁の後援決定,https://prtimes.jp/main/html/rd/p/000000095.000121559.html,2026/5/30,"[GUGA]
生成AIを社会に実装し、産業の再構築を目指す一般社団法人生成AI活用普及協会（理事長：井畑 敏、所在地：東京都中央区）は、人と生成AIが協働する社会の実現に向けて、人的資本戦略の優れた事例を表彰する「GenA...",一般社団法人生成AI活用普及協会,3,3,2,2,,2,2,組織,3,生成AIを社会に実装し産業再構築を目指す協会が、人的資本戦略の優れた事例を表彰する取り組みを全社的に標準化・体系化している。
c09fb784c33a,2026/5/30 4:46,PR TIMES,【リトライブ・BIPROGY】称賛カードを贈り合えるサービス「PRAISE CARD」を活用した共創コミュニティー活性化の実証を開始,https://prtimes.jp/main/html/rd/p/000000053.000039596.html,2026/5/30,"[リトライブ]
リトライブとBIPROGYは、称賛カードを贈り合えるサービス「PRAISE CARD（プレイズカード）」をリトライブが運営するビジネスイベントコミュニティー「BeaTRIBES（ビートライブ）」に導入し、企業を越えたコミュニ...",リトライブ、BIPROGY,2,2,,2,2,,2,生成AIの業務プロセスへの統合,2,称賛カード機能をコミュニティプラットフォームに組み込み、業務プロセスへの統合を図る実証を開始している段階。
a2dd0eba8892,2026/5/30 4:46,PR TIMES,"5,000人以上が挑戦したTOEIC(R) L&R TEST PART 5対策イベントが再登場。Santaアルク「スコアアップマラソン 0期生」を6月1日より開催",https://prtimes.jp/main/html/rd/p/000001793.000000888.html,2026/5/30,"[株式会社アルク]
株式会社アルク（本社：東京都品川区、代表取締役社長：田中伸明）が提供し、Socra AI Inc.（本社：大韓民国ソウル特別市江南区、代表取締役：パク・スヨン）が開発を行っている TOEIC(R) L&amp;R TEST 対策アプ...",株式会社アルク、Socra AI Inc.,2,2,2,3,2,3,3,生成AI活用,3,"AI学習アプリを開発・提供し、5,000人以上のユーザーに実績がある。標準化された生成AI活用が確立されている段階。"
ad73cf32bfe0,2026/5/30 4:46,PR TIMES,QommonsAI活用研修を千葉県東庄町（とうのしょうまち）で実施--「言語モデルを切り替えよう！」、受講者が自ら課題解決を導く能動的な活用へ進化,https://prtimes.jp/main/html/rd/p/000000695.000088829.html,2026/5/30,"[ポリミル]
生成AIの社会実装を牽引するPolimill株式会社（本社：東京都港区／代表取締役：伊藤あやめ・谷口野乃花）は2026年5月19日、千葉県東庄町（とうのしょうまち）の職員を対象に、自治体向け生成AI「QommonsAI（コモ...",Polimill株式会社,2,3,2,2,,2,2,制度・仕組み,3,自治体職員向けの体系的な生成AI研修プログラムを展開し、教育制度として標準化した取り組みを報告している。
e69739afc408,2026/5/30 4:46,PR TIMES,「人を採る前に、AIに任せる」という新常識。専門知識ゼロ・最短10分で“もう一人の社員”をつくれるノーコードAIエージェント「WellSkate AI」提供開始　【本日より無料診断受付！】,https://prtimes.jp/main/html/rd/p/000000042.000161381.html,2026/5/30,"[東京コンテンツインキュベーションセンター]
株式会社ツクリエ（本社：東京都千代田区 代表取締役：鈴木英樹　以下、ツクリエ）が東京都から受託運営する東京コンテンツインキュベーションセンター（以下、TCIC）に入居している株式会社Seirai Technologies...",株式会社ツクリエ、株式会社Seirai Technologies,,1,,2,,2,2,生成AI活用,2,ノーコードAIエージェント製品を提供開始し、業務自動化の基本的な手法を示しているが、運用体制の詳細は不明。
af0dab451691,2026/5/30 4:46,PR TIMES,エンタープライズ向けAIコンタクトセンターサービスを開発・提供する株式会社Rechoへ出資,https://prtimes.jp/main/html/rd/p/000000591.000047342.html,2026/5/30,"[グローバル・ブレイン株式会社]
グローバル・ブレイン株式会社（以下、グローバル・ブレイン）が運営する、KDDI Open Innovation Fund V（以下、KOIF V）は、エンタープライズ向けAIコンタクトセンターサービスを開発・提供する株式会社Recho（...",グローバル・ブレイン株式会社、株式会社Recho,2,,,2,,2,2,組織,2,AI企業への投資を通じた事業展開戦略を示しており、企業としてのAI活用方針が示されている。
a49a1f92e9ec,2026/5/30 4:46,PR TIMES,初心者でもできるAIアプリ制作体験！ 『生成AIでアプリづくり』ワークショップ講座の配信を5月28日（木）に開始プログラミング未経験から実務を効率化するAIアプリ制作者へ,https://prtimes.jp/main/html/rd/p/000007403.000005875.html,2026/5/30,"[株式会社インプレスホールディングス]
インプレスグループでIT関連メディア事業を展開する株式会社インプレス（本社：東京都千代田区、代表取締役社長：高橋隆志）は、書籍『やりたい! ができる 生成AIでアプリづくり』 の著者による解説動画と電子書...",株式会社インプレス、株式会社インプレスホールディングス,,2,,2,,2,1,制度・仕組み,2,生成AIアプリ制作のワークショップ講座を提供し、教育プログラムとして基本的な手順・方法論を明文化している。
75778bedb518,2026/5/30 4:46,PR TIMES,WOVN、多言語ページのレイアウト崩れを自動修正する「AI レイアウトチェック」ベータ版を提供開始,https://prtimes.jp/main/html/rd/p/000000417.000010446.html,2026/5/30,"[Wovn Technologies株式会社]
[画像1: https://prcdn.freetls.fastly.net/release_image/10446/417/10446-417-cadfab13dc8462526c3857707f59f8b0-1200x630.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=we",Wovn Technologies株式会社,,,1,2,,2,2,生成AI活用,2,AIレイアウトチェックベータ版の提供開始。生成AI機能の開発・提供段階で、業務プロセスへの統合は初期段階。
e29be48135ae,2026/5/30 4:46,PR TIMES,【事例紹介】九州日立システムズへ「テックキャンプ AI活用支援サービス」を提供。現場主導で構築したAIエージェントを全社で横断的に展開し、大幅な業務効率化に成功,https://prtimes.jp/main/html/rd/p/000000106.000059107.html,2026/5/30,"[株式会社div]
プログラミングスクール「テックキャンプ」を運営する株式会社div（本社：東京都港区、代表取締役社長：石原 圭、以下「div（ディブ）」）は、九州エリアに根ざし、システムの構築から運用・保守までを一貫して担...",株式会社div、九州日立システムズ,3,3,,3,,3,3,生成AIの業務プロセスへの統合,3,AIエージェント導入により現場主導で全社横断的に展開し、業務効率化を実現。標準化・体系化された運用段階。
edf5dc98f9bb,2026/5/30 4:46,PR TIMES,Sprocket、データ分析エージェントの新機能「分析レシピ」を提供開始,https://prtimes.jp/main/html/rd/p/000000225.000032195.html,2026/5/30,"[株式会社Sprocket]
CX改善プラットフォームを提供する株式会社Sprocket（本社 東京都品川区、代表取締役 深田 浩嗣）は、データ分析エージェントの新機能として「分析レシピ」の提供を開始します。これまで分析に手を出してこなかっ...",株式会社Sprocket,,,,2,2,2,2,生成AI活用,2,データ分析エージェントの新機能「分析レシピ」提供開始。生成AI機能の提供段階で、基本的な運用体制が整備されている。
d60e61f29b38,2026/5/30 4:46,PR TIMES,「AI FreeCode Service(TM)」15分で68万ステップ生成、AIが開発を加速させる時代へーVibe Codingとの違いとは,https://prtimes.jp/main/html/rd/p/000000033.000159668.html,2026/5/30,"[ワンダフルフライ株式会社]
ワンダフルフライ株式会社（東京都中央区日本橋）は、AIによる自動プログラム生成サービス「AI FreeCode Service(TM)」において、設計書からわずか15分で約68万ステップのコードを生成可能な技術を提供しているこ...",ワンダフルフライ株式会社,2,2,,3,,3,3,生成AI活用,3,設計書からコード自動生成サービスを提供。業務プロセス統合と生成AI活用が標準化されている段階。
3668e5767f29,2026/5/30 4:46,PR TIMES,「AI活用は重要」と回答した経理は65.4%、約1年で15.6ポイント増加,https://prtimes.jp/main/html/rd/p/000000474.000009888.html,2026/5/30,"[株式会社TOKIUM]
経理AIエージェントを提供する株式会社TOKIUM（本社：東京都中央区、代表取締役：黒崎 賢一、以下「TOKIUM」）は、経理担当者を対象にAI活用の実態調査を実施しました。
「AI活用は重要」と回答した人は65.4%にの...",株式会社TOKIUM,3,3,2,3,2,3,3,組織,3,経理AI活用について全社的な方針転換が進み、利用者の認識が高まっている。組織レベルでの標準化段階。
45f359843317,2026/5/30 4:46,PR TIMES,【佐賀市】佐賀の未来を創るAIプロジェクト始動,https://prtimes.jp/main/html/rd/p/000000160.000055607.html,2026/5/30,"[佐賀市役所]
佐賀市は、MAIC SAGA（Microsoft AI&amp;Innovation Center SAGA）10周年を記念し、日本マイクロソフト、佐賀大学、佐賀県と連携した「新AIプロジェクト」を始動しました。若者が佐賀の歴史文化や生成AIを学びな...",佐賀市役所、日本マイクロソフト、佐賀大学、佐賀県,2,2,1,1,,2,1,組織,2,複数機関による連携プロジェクト始動。基本方針は明文化されるが、運用は初期段階。
95341e1437b4,2026/5/30 4:46,PR TIMES,NTTセキュリティ・ジャパン、CyCraft社とパートナー契約を締結,https://prtimes.jp/main/html/rd/p/000000048.000125765.html,2026/5/30,"[NTTセキュリティ・ジャパン株式会社]
NTTセキュリティ・ジャパン株式会社（本社：東京都千代田区、代表取締役社長：関根 太郎、以下 NTTセキュリティ・ジャパン）は、AI による自動化技術を専門とするサイバーセキュリティ企業である株式会社 CyCraft...",NTTセキュリティ・ジャパン株式会社、株式会社CyCraft,2,2,3,2,,3,2,コンプライアンス,3,サイバーセキュリティ領域でのAI自動化。セキュリティ規制遵守が標準化。パートナー契約による体制構築。
d6b9e84c9ab0,2026/5/30 4:46,PR TIMES,Playio、AIベースの広告最適化技術「STORM」を発表,https://prtimes.jp/main/html/rd/p/000000030.000164776.html,2026/5/30,"[GNA COMPANY CORP]
[画像: https://prcdn.freetls.fastly.net/release_image/164776/30/164776-30-bbf6e0f588cae82f23cd7a01b7c8b940-2560x1440.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&am",GNA COMPANY CORP、Playio,2,,1,2,2,3,2,生成AI活用,3,広告最適化技術STORMの発表。生成AI技術の開発・提供段階で標準化されているが、組織的基盤は発展途上。
a9558e657ed6,2026/5/31 5:14,PR TIMES,AIアバター「PITALIy」、対話型キャンペーンを実現する「ガチャ機能」を提供開始,https://prtimes.jp/main/html/rd/p/000000023.000123193.html,2026/5/31,"[AIVy株式会社]
AIVy株式会社（本社：東京都、代表取締役：村上卓斗、以下「AIVy」）は、ユーザーがAIアバターとの対話を通じて抽選結果、特典、診断結果などを楽しめる「ガチャ機能」を提供することをお知らせします。
[画像1: ...",AIVy株式会社,2,2,2,3,2,3,2,生成AI活用,3,AIアバターとの対話機能を新機能として開発・提供しており、生成AI活用自体が標準化されたサービスとなっている段階。
5fdb31825c1b,2026/5/31 5:14,PR TIMES,レセプト業務の属人化を軽減--医療法人永井病院がAIレセプト業務支援ツール「Reze」を活用,https://prtimes.jp/main/html/rd/p/000000013.000133022.html,2026/5/31,"[株式会社mutex]
株式会社mutex（本社：東京都文京区、代表取締役：熊澤 洸平）は、医療法人永井病院（所在地：三重県）における、AIレセプト業務支援SaaS「Reze（レゼ）」の活用事例を公開しました。
同院では、返戻・査定対応の...",株式会社mutex、医療法人永井病院,2,2,3,3,2,3,3,生成AIの業務プロセスへの統合,3,医療機関がAIレセプト業務支援ツールを導入・活用し、属人化した業務プロセスの属人性軽減を実現。業務統合が標準化段階。
ad4ad0c67b58,2026/5/31 5:14,PR TIMES,「効率化競争」から「価値定義競争」へ。VURA Capital Innovation、AI時代の企業価値再定義支援を開始,https://prtimes.jp/main/html/rd/p/000000008.000183394.html,2026/5/31,"[ビューラキャピタルイノベーションホールディングス株式会社]
ビューラキャピタルイノベーションホールディングス株式会社（本社：東京都港区、代表取締役社長 CEO：門脇直樹、以下「VURA Capital Innovation」）は、AI時代における企業・人間・社会の変化構造を体系化した「...",ビューラキャピタルイノベーションホールディングス株式会社,3,2,2,2,2,2,2,組織,3,AI時代における企業戦略・経営方針の再定義支援を開始。経営層のビジョン・戦略レベルの意思決定支援が中核。
4744c86263e5,2026/5/31 5:14,PR TIMES,Cloudera、「（一社）金融データ活用推進協会」に特別会員として加盟　～金融分野におけるAI・データ活用を推進～,https://prtimes.jp/main/html/rd/p/000000049.000124537.html,2026/5/31,"[Cloudera株式会社]
あらゆる場所のデータにAIを提供する企業 Cloudera 株式会社(https://jp.cloudera.com/)（所在地：東京都中央区、社長執行役員 山賀裕二）は、一般社団法人金融データ活用推進協会（以下 FDUA）（https://www.fdu...",Cloudera株式会社、一般社団法人金融データ活用推進協会,2,2,2,2,3,2,2,生成AI活用,2,金融分野でのAI・データ活用推進を目的とした協会加盟で、戦略的な取組みが明文化された段階
a49030e686a4,2026/5/31 5:14,PR TIMES,NTTセキュリティ・ジャパン、Arctic Wolf(R)の「Aurora Managed Endpoint Defense(TM)」の提供開始,https://prtimes.jp/main/html/rd/p/000000047.000125765.html,2026/5/31,"[NTTセキュリティ・ジャパン株式会社]
NTTセキュリティ・ジャパン株式会社（本社：東京都千代田区、代表取締役社長：関根 太郎、以下 NTTセキュリティ・ジャパン）は、サイバーセキュリティおよびAI企業であるArctic Wolf(R)の日本法人アークティック...",NTTセキュリティ・ジャパン株式会社、Arctic Wolf,2,2,3,2,2,2,2,コンプライアンス,3,AI企業のサイバーセキュリティソリューション提供で、セキュリティ・コンプライアンス対応が標準化されている段階
7a7a3522b4cd,2026/5/31 5:14,PR TIMES,ジンベイ、「AI-PAX 2026 夏 第3回 AIの実践的な活用展」に出展,https://prtimes.jp/main/html/rd/p/000000116.000143568.html,2026/5/31,"[ジンベイ]
[画像1: https://prcdn.freetls.fastly.net/release_image/143568/116/143568-116-97fbaf426df666224321e596814f880a-1280x720.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=boun",ジンベイ,1,1,,1,,1,1,生成AI活用,1,展示会出展のみで、具体的なAI活用取り組みの詳細が不明。属人的段階の報告
ae76adba3d77,2026/5/31 5:14,PR TIMES,株式会社ウィルネクスト、「採用コンテンツ制作の工数を大幅削減！採用広報×AI活用ガイド」を無料公開,https://prtimes.jp/main/html/rd/p/000000042.000039305.html,2026/5/31,"[株式会社ウィルネクスト]
[画像1: https://prcdn.freetls.fastly.net/release_image/39305/42/39305-42-beda95a3ceab0a0721ba30063f1be981-1734x976.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=b",株式会社ウィルネクスト,2,2,,2,,2,2,生成AI活用対象の業務プロセス,2,採用広報業務でAI活用ガイドを公開。プロセス定義・標準化の初期段階
6619403ff654,2026/5/31 5:14,PR TIMES,AIでシールド工事の切羽圧を10秒先まで予想する「切羽圧制御支援システム」を開発,https://prtimes.jp/main/html/rd/p/000000027.000046240.html,2026/5/31,"[前田建設工業株式会社]
　前田建設工業株式会社（本店：東京都千代田区、社長：前田操治、以下「当社」）は、AIによりシールド工事の切羽圧制御を支援するDXツール「切羽圧制御支援システム（以下、「本システム」）」を開発しました。
...",前田建設工業株式会社,2,2,,2,2,3,3,生成AI活用,3,シールド工事の切羽圧制御支援システム開発。実運用の標準化段階の取り組み
501af4e0faee,2026/5/31 5:15,PR Newswire,Cyient Enters Agreement to Acquire TAO Digital,https://www.prnewswire.com/news-releases/cyient-enters-agreement-to-acquire-tao-digital-302786318.html,"Sat, 30 May 2026 18:43:00 +0000","Acquisition enhances Cyient's offering portfolio with AI-native data and lifecycle engineering capabilities to drive data-readiness & digital transformation for its customers HYDERABAD, India, May 30,",Cyient、TAO Digital,2,1,,2,2,1,2,生成AIの業務プロセスへの統合,2,AI-native機能を持つTAO Digital買収により、顧客向けデータレディネス・デジタル変革を推進する戦略的方針を明文化。ただし実装段階の詳細は不明確。
c57471670ed6,2026/6/1 5:55,PR TIMES,AI時代だからこそ「自ら表現すること」で非認知能力を育もう　　　文科省後援『第14回みらさぽ絵画・作文コンクール』募集開始,https://prtimes.jp/main/html/rd/p/000000108.000021191.html,2026/6/1,"[株式会社DACホールディングス]
DACグループの社会貢献事業を推進する一般社団法人DAC未来サポート文化事業団(代表理事：石川 和則、以下 みらさぽ)は、「家族の絆」と「冒険・挑戦・チャレンジ」をテーマに文科省後援の「第14回みらさぽ絵画・...",株式会社DACホールディングス、一般社団法人DAC未来サポート文化事業団,2,2,1,1,1,,,組織,2,AI時代における非認知能力育成という方針は明文化。ただしAI活用の具体的実装は記述されず、方針段階。
90f30a2a0993,2026/6/1 5:55,PR TIMES,【合理的配慮の義務化に対応】学習塾の負担をAIで自動化！1中学校区1塾限定の次世代AI教材『AIQfit（アイキューフィット）』6月1日より全国展開開始,https://prtimes.jp/main/html/rd/p/000000020.000115652.html,2026/6/1,"[リバランス株式会社]
[画像1: https://prcdn.freetls.fastly.net/release_image/115652/20/115652-20-f20c1702bb4210a19c6ee35c81fe02e4-1280x620.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=b",リバランス株式会社,2,2,2,3,2,3,3,生成AIの業務プロセスへの統合,3,AI教材『AIQfit』を全国展開。学習塾業務への標準化されたAI統合・合理的配慮対応を実現。
4b29e6576cf9,2026/6/1 5:55,PR TIMES,自動運転・フィジカルAIの安全性を担保する基盤を開発するイミロン、プレシリーズAで総額1.4億円の資金調達を実施,https://prtimes.jp/main/html/rd/p/000000010.000153797.html,2026/6/1,"[イミロン]
自動運転車やロボットがAIで動く際のセーフガード技術や論理的説明のための基盤を開発する株式会社イミロン（東京都千代田区、代表取締役：足立正和、以下「イミロン」）は、株式会社DG Daiwa Ventures（DGDV）を...",株式会社イミロン、株式会社DG Daiwa Ventures,2,1,3,2,2,3,2,コンプライアンス,3,自動運転・ロボットのAI安全性確保に特化。セーフガード技術・説明可能性の基盤開発で倫理・安全規制に対応。
26c9cd928a36,2026/6/1 5:55,PR TIMES,【新商品発表】コンタクトセンターの3つの壁を打破する自律型AIエージェントプラットフォーム「NiCE Cognigy」を販売開始,https://prtimes.jp/main/html/rd/p/000000183.000060050.html,2026/6/1,"[株式会社アイティフォー]
株式会社アイティフォー（本社：東京都千代田区、代表取締役社長：坂田 幸司）は、高度な生成AIを活用して人間のような自然な対話を実現し、さらに基幹システムやCRMとの連携によって裏方業務の自動化までを一気...",株式会社アイティフォー,2,2,2,3,2,3,3,生成AI活用,3,自律型AIエージェントプラットフォームの新商品発表。生成AIを活用した対話実現と基幹システム連携による業務自動化の体系的実装
75c98ae3bf44,2026/6/1 5:55,PR TIMES,日本最大級のITフリーランスエージェント「GEECHS JOB」、AX支援プラットフォームへ進化を宣言,https://prtimes.jp/main/html/rd/p/000000342.000000486.html,2026/6/1,"[ギークス株式会社]
ギークス株式会社（本社：東京都渋谷区、代表取締役CEO：曽根原 稔人）が運営する日本最大級のITフリーランスエージェント「GEECHS JOB」は、企業のAI変革を牽引する「AX支援プラットフォーム」への進化を宣言い...",ギークス株式会社,2,2,1,2,1,2,2,組織,2,AIフリーランスエージェントがAX支援プラットフォームへ進化を宣言。企業AI変革支援の戦略方向を明文化したが、実装段階は初期
c3fa0d696480,2026/6/1 5:55,PR Newswire,MediaTek Collaborates with NVIDIA on the RTX Spark to Power the Next Wave of Windows PC Experiences,https://www.prnewswire.com/news-releases/mediatek-collaborates-with-nvidia-on-the-rtx-spark-to-power-the-next-wave-of-windows-pc-experiences-302786739.html,"Mon, 1 Jun 2026 05:30:00 +0000","MediaTek brings its design expertise in CPU performance and power efficiency to the groundbreaking RTX Spark, bringing local personal agents, advanced content creation, and gaming together in small, u",MediaTek、NVIDIA,2,2,,2,,3,2,生成AI活用,3,RTX Sparkを用いた個人エージェント・コンテンツ作成等の生成AI機能統合による新製品開発戦略を展開
76525d90b404,2026/6/1 5:55,PR Newswire,"Linker Vision Unveils Application-Driven Platform for Agentic Video Reasoning on AI Grids, Powered by NVIDIA NemoClaw",https://www.prnewswire.com/news-releases/linker-vision-unveils-application-driven-platform-for-agentic-video-reasoning-on-ai-grids-powered-by-nvidia-nemoclaw-302786365.html,"Mon, 1 Jun 2026 05:30:00 +0000","TAIPEI, June 1, 2026 /PRNewswire/ -- Linker Vision, a leading AI platform company in Physical AI and Reasoning AI, today announced major expansions of its platform across Taiwan cities and transportat",Linker Vision、NVIDIA,2,2,,3,2,3,3,生成AIの業務プロセスへの統合,3,NVIDIA NemoClawを活用したビデオ推論プラットフォームを複数都市に展開する標準化・体系化された実装
